ID,images,time origin,amplitude,time delays,magnifications,redshift,noise level
8110,1,55000.0,0.0424,[0],[1.75],1.1437,0.0868
8111,1,55000.0,0.0599,[0],[1.88],1.471,0.163
8112,3,55000.0,0.0639,[ 0.   10.38 16.29],[1.14 1.4  1.75],1.3136,0.0665
8113,1,55000.0,0.0619,[0],[1.91],1.2204,0.0443
8114,1,55000.0,0.0694,[0],[1.29],1.8058,0.0823
8115,1,55000.0,0.0559,[0],[1.87],1.7118,0.029
8116,1,55000.0,0.0847,[0],[1.35],1.2735,0.0175
8117,1,55000.0,0.0289,[0],[1.67],1.23,0.1987
8118,3,55000.0,0.072,[ 0.    7.87 18.34],[1.86 1.24 1.32],1.0523,0.0772
8119,1,55000.0,0.0779,[0],[1.91],1.8994,0.159
8120,1,55000.0,0.051,[0],[1.01],1.4013,0.0579
8121,1,55000.0,0.0826,[0],[1.22],1.5493,0.135
8122,2,55000.0,0.0419,[0.   5.17],[1.85 1.38],1.6388,0.0495
8123,3,55000.0,0.02,[ 0.   12.49 24.7 ],[1.75 1.51 1.13],1.1524,0.1863
8124,4,55000.0,0.0738,[ 0.   11.5  19.15 30.27],[1.61 1.13 1.06 1.63],1.5783,0.1398
8125,1,55000.0,0.0803,[0],[1.77],1.0659,0.1822
8126,2,55000.0,0.0235,[ 0.   13.44],[1.19 1.59],1.3686,0.0753
8127,1,55000.0,0.0571,[0],[1.58],1.711,0.0328
8128,1,55000.0,0.0745,[0],[1.16],1.3473,0.0964
8129,1,55000.0,0.0542,[0],[1.68],1.6417,0.0433
8130,1,55000.0,0.061,[0],[1.36],1.3839,0.1627
8131,1,55000.0,0.021,[0],[1.88],1.8697,0.1567
8132,1,55000.0,0.0251,[0],[1.85],1.2237,0.1623
8133,1,55000.0,0.0835,[0],[1.03],1.3789,0.123
8134,1,55000.0,0.0726,[0],[2.],1.9148,0.0306
8135,2,55000.0,0.0822,[ 0.   13.82],[1.1  1.46],1.7623,0.0505
8136,2,55000.0,0.0863,[0.   8.74],[1.86 1.25],1.6024,0.0109
8137,1,55000.0,0.0132,[0],[1.14],1.3516,0.111
8138,1,55000.0,0.0211,[0],[1.33],1.7309,0.0886
8139,4,55000.0,0.0992,[ 0.   13.49 23.47 33.09],[1.05 1.64 1.66 1.46],1.4089,0.0728
8140,3,55000.0,0.0764,[ 0.    8.93 19.33],[1.73 1.83 1.7 ],1.1738,0.1146
8141,4,55000.0,0.0815,[ 0.    8.7  19.55 34.31],[1.29 1.24 1.84 1.58],1.1367,0.1285
8142,1,55000.0,0.0115,[0],[1.4],1.6959,0.1447
8143,1,55000.0,0.0385,[0],[1.65],1.6787,0.1749
8144,3,55000.0,0.0125,[ 0.    6.49 15.81],[1.73 1.67 1.72],1.1701,0.0215
8145,1,55000.0,0.0892,[0],[1.15],1.178,0.0434
8146,1,55000.0,0.0809,[0],[1.54],1.875,0.0906
8147,4,55000.0,0.064,[ 0.   12.22 24.02 38.25],[1.89 1.38 1.79 1.06],1.1734,0.0796
8148,2,55000.0,0.0324,[ 0.   11.35],[1.49 1.9 ],1.333,0.1903
8149,3,55000.0,0.0719,[ 0.    7.96 19.95],[1.31 1.28 1.49],1.0454,0.1835
8150,3,55000.0,0.0254,[ 0.    7.22 19.62],[1.22 1.7  1.59],1.4715,0.108
8151,1,55000.0,0.0329,[0],[1.33],1.3579,0.1678
8152,2,55000.0,0.0503,[0.   8.34],[1.03 1.42],1.3971,0.0578
8153,3,55000.0,0.0112,[ 0.   10.82 20.47],[1.48 1.33 1.09],1.5196,0.0266
8154,1,55000.0,0.0114,[0],[1.13],1.139,0.0171
8155,2,55000.0,0.0605,[0.   9.72],[1.11 1.82],1.4429,0.1785
8156,1,55000.0,0.0009,[0],[1.61],1.4449,0.047
8157,1,55000.0,0.0337,[0],[1.88],1.7987,0.1424
8158,3,55000.0,0.0534,[ 0.   11.21 25.37],[1.69 1.6  1.52],1.351,0.0939
8159,4,55000.0,0.052,[ 0.    9.93 19.13 28.01],[1.86 1.58 1.05 1.97],1.3928,0.0999
8160,1,55000.0,0.0916,[0],[1.39],1.041,0.0546
8161,2,55000.0,0.0842,[0.  5.5],[1.45 1.6 ],1.9129,0.1878
8162,1,55000.0,0.0533,[0],[1.99],1.2978,0.0433
8163,4,55000.0,0.0976,[ 0.    9.03 22.69 32.72],[1.99 1.94 1.29 1.5 ],1.2212,0.0729
8164,2,55000.0,0.0074,[ 0.   10.98],[1.97 1.05],1.0323,0.1853
8165,1,55000.0,0.0157,[0],[1.34],1.6193,0.1016
8166,1,55000.0,0.056,[0],[1.75],1.0431,0.1436
8167,1,55000.0,0.0861,[0],[1.05],1.7159,0.1522
8168,4,55000.0,0.0256,[ 0.    8.54 17.32 25.06],[1.86 1.16 1.5  1.09],1.2017,0.0153
8169,1,55000.0,0.02,[0],[1.26],1.9535,0.0146
8170,3,55000.0,0.0575,[ 0.    6.22 19.62],[1.92 1.38 1.88],1.8797,0.1015
8171,1,55000.0,0.049,[0],[1.27],1.634,0.1242
8172,3,55000.0,0.0042,[ 0.    8.25 14.41],[1.53 1.68 1.11],1.9979,0.1182
8173,2,55000.0,0.0294,[0.   8.25],[1.92 1.2 ],1.6062,0.1964
8174,1,55000.0,0.0509,[0],[1.54],1.4373,0.16
8175,4,55000.0,0.0517,[ 0.    6.2  16.08 25.2 ],[1.86 1.56 1.36 1.39],1.7808,0.1613
8176,1,55000.0,0.0994,[0],[1.17],1.9981,0.1044
8177,3,55000.0,0.0091,[ 0.   14.4  26.52],[1.65 1.2  1.18],1.1473,0.1645
8178,2,55000.0,0.0403,[ 0.   10.44],[1.93 1.11],1.0502,0.1379
8179,1,55000.0,0.0803,[0],[1.68],1.8462,0.0602
8180,2,55000.0,0.0897,[ 0.  12.6],[1.39 1.17],1.2382,0.1824
8181,1,55000.0,0.0975,[0],[1.24],1.2671,0.1045
8182,1,55000.0,0.008,[0],[1.52],1.8879,0.0174
8183,1,55000.0,0.0095,[0],[1.29],1.0992,0.1472
8184,1,55000.0,0.0838,[0],[1.44],1.723,0.1314
8185,3,55000.0,0.0316,[ 0.   10.39 21.6 ],[1.67 1.42 1.13],1.723,0.117
8186,4,55000.0,0.0165,[ 0.    7.84 19.8  33.79],[1.61 1.06 1.72 1.84],1.211,0.0512
8187,4,55000.0,0.0643,[ 0.   12.89 20.56 29.04],[1.12 1.08 1.07 1.32],1.428,0.13
8188,4,55000.0,0.0906,[ 0.    6.95 19.41 32.96],[1.85 1.74 1.32 2.  ],1.7402,0.0113
8189,1,55000.0,0.0007,[0],[1.63],1.2754,0.0386
8190,4,55000.0,0.0274,[ 0.    5.47 13.53 23.99],[1.06 1.2  1.27 1.9 ],1.583,0.0505
8191,1,55000.0,0.0014,[0],[1.96],1.4086,0.0634
8192,1,55000.0,0.0865,[0],[1.58],1.0471,0.1832
8193,1,55000.0,0.0783,[0],[1.06],1.9765,0.0057
8194,1,55000.0,0.0753,[0],[1.41],1.7226,0.0496
8195,4,55000.0,0.0119,[ 0.    8.3  19.46 31.68],[1.68 1.42 1.88 1.37],1.1203,0.1455
8196,1,55000.0,0.0311,[0],[1.59],1.1807,0.1926
8197,4,55000.0,0.0614,[ 0.    9.33 21.66 31.72],[1.52 1.86 1.1  1.8 ],1.2198,0.0865
8198,1,55000.0,0.0981,[0],[1.14],1.3883,0.1383
8199,1,55000.0,0.0202,[0],[1.92],1.5471,0.0038
8200,4,55000.0,0.0467,[ 0.    9.03 20.98 27.96],[1.42 1.7  1.78 1.3 ],1.8367,0.0167
8201,2,55000.0,0.0201,[ 0.   13.38],[1.95 1.23],1.3686,0.0167
8202,1,55000.0,0.0988,[0],[1.68],1.5054,0.1465
8203,1,55000.0,0.0122,[0],[1.54],1.8148,0.0417
8204,2,55000.0,0.0674,[ 0.   10.35],[1.23 1.21],1.1458,0.1111
8205,1,55000.0,0.088,[0],[1.5],1.8371,0.1563
8206,1,55000.0,0.0561,[0],[1.03],1.5046,0.0293
8207,1,55000.0,0.0358,[0],[1.11],1.2159,0.0327
8208,3,55000.0,0.069,[ 0.   12.52 21.31],[1.53 1.11 1.94],1.3398,0.0157
8209,1,55000.0,0.0128,[0],[1.09],1.1958,0.0101
8210,1,55000.0,0.01,[0],[1.42],1.1396,0.0724
8211,1,55000.0,0.0943,[0],[1.6],1.4488,0.1228
8212,1,55000.0,0.0803,[0],[1.13],1.7717,0.1027
8213,3,55000.0,0.0679,[ 0.    9.42 22.31],[1.62 1.66 1.26],1.4044,0.0751
8214,1,55000.0,0.0389,[0],[1.99],1.1826,0.0284
8215,1,55000.0,0.0258,[0],[1.11],1.6877,0.1101
8216,1,55000.0,0.0031,[0],[1.28],1.1158,0.134
8217,4,55000.0,0.065,[ 0.    9.63 23.35 29.66],[1.72 1.2  1.36 1.57],1.8101,0.0081
8218,1,55000.0,0.0234,[0],[1.71],1.3608,0.1363
8219,4,55000.0,0.0811,[ 0.   13.45 27.59 35.89],[1.02 1.19 1.81 1.13],1.053,0.168
8220,2,55000.0,0.0915,[ 0.   10.81],[1.49 1.63],1.8114,0.1848
8221,4,55000.0,0.0665,[ 0.   10.53 18.62 27.64],[1.6  1.91 1.03 1.87],1.1617,0.0303
8222,3,55000.0,0.0122,[ 0.   13.43 21.79],[1.18 1.19 1.36],1.967,0.1845
8223,1,55000.0,0.0585,[0],[1.52],1.1062,0.1955
8224,1,55000.0,0.0461,[0],[1.74],1.6246,0.0259
8225,3,55000.0,0.0458,[ 0.   14.98 25.95],[1.03 1.63 1.26],1.9892,0.0972
8226,3,55000.0,0.0937,[ 0.   12.74 23.15],[1.22 1.89 1.25],1.2413,0.0754
8227,1,55000.0,0.0646,[0],[1.64],1.7521,0.179
8228,1,55000.0,0.0251,[0],[1.1],1.815,0.0
8229,4,55000.0,0.0663,[ 0.    5.03 12.85 20.1 ],[1.72 1.05 1.41 1.46],1.8862,0.1162
8230,1,55000.0,0.0575,[0],[1.12],1.4476,0.1029
8231,1,55000.0,0.0118,[0],[1.14],1.6405,0.1878
8232,4,55000.0,0.0297,[ 0.   13.95 26.29 41.15],[1.06 1.19 1.87 1.85],1.72,0.1369
8233,1,55000.0,0.0243,[0],[1.72],1.9314,0.0561
8234,4,55000.0,0.0295,[ 0.   14.04 22.48 29.9 ],[1.76 1.21 1.97 1.92],1.0906,0.0879
8235,2,55000.0,0.0852,[0.   7.46],[1.41 1.36],1.8084,0.1274
8236,1,55000.0,0.0034,[0],[1.52],1.6534,0.0446
8237,4,55000.0,0.0705,[ 0.   13.92 27.38 40.01],[1.77 1.03 1.02 1.04],1.6814,0.0335
8238,4,55000.0,0.0548,[ 0.    6.47 16.48 23.62],[1.7  1.93 1.82 1.85],1.6303,0.0546
8239,1,55000.0,0.0058,[0],[1.54],1.641,0.1647
8240,1,55000.0,0.057,[0],[1.66],1.7172,0.1284
8241,4,55000.0,0.0604,[ 0.   11.4  16.5  26.19],[1.54 1.38 1.58 1.64],1.2398,0.1069
8242,1,55000.0,0.0554,[0],[1.87],1.7051,0.1985
8243,1,55000.0,0.0041,[0],[1.66],1.7505,0.1162
8244,1,55000.0,0.0597,[0],[1.63],1.9954,0.0331
8245,1,55000.0,0.0117,[0],[1.39],1.4586,0.1075
8246,4,55000.0,0.0103,[ 0.    8.87 23.46 34.74],[1.53 1.29 1.74 1.42],1.4258,0.0848
8247,3,55000.0,0.0447,[ 0.   10.25 19.36],[1.19 1.4  1.68],1.0906,0.1255
8248,1,55000.0,0.0254,[0],[1.83],1.2084,0.0238
8249,1,55000.0,0.0688,[0],[1.46],1.6494,0.1319
8250,1,55000.0,0.0586,[0],[1.05],1.5047,0.1988
8251,2,55000.0,0.059,[0.   8.93],[1.02 1.43],1.0147,0.1007
8252,1,55000.0,0.0409,[0],[1.12],1.8851,0.0396
8253,2,55000.0,0.0599,[ 0.   12.37],[1.76 1.61],1.9884,0.1795
8254,1,55000.0,0.0286,[0],[1.79],1.0628,0.0727
8255,3,55000.0,0.0586,[ 0.   13.15 21.51],[1.86 1.56 1.3 ],1.7422,0.0543
8256,1,55000.0,0.0349,[0],[1.8],1.3843,0.0091
8257,1,55000.0,0.0411,[0],[1.06],1.5004,0.1041
8258,3,55000.0,0.0855,[ 0.   14.15 24.8 ],[1.77 1.12 1.09],1.9979,0.0832
8259,1,55000.0,0.0783,[0],[1.83],1.2659,0.0203
8260,2,55000.0,0.0014,[0.   7.65],[1.32 1.85],1.2583,0.0305
8261,4,55000.0,0.0238,[ 0.    6.43 19.64 31.89],[1.85 1.77 1.92 1.95],1.4302,0.1122
8262,1,55000.0,0.0757,[0],[1.96],1.1835,0.0144
8263,4,55000.0,0.0849,[ 0.    6.05 13.86 22.33],[1.2  1.84 1.02 1.49],1.5931,0.1295
8264,1,55000.0,0.0933,[0],[1.03],1.1208,0.0553
8265,4,55000.0,0.0623,[ 0.   14.07 22.24 32.94],[1.66 1.64 1.76 1.89],1.7484,0.1485
8266,4,55000.0,0.0707,[ 0.    5.11 14.01 21.92],[1.35 1.89 1.22 1.37],1.1061,0.0908
8267,1,55000.0,0.037,[0],[1.53],1.1339,0.0731
8268,1,55000.0,0.0181,[0],[1.13],1.4595,0.1655
8269,1,55000.0,0.0893,[0],[1.35],1.6324,0.1967
8270,2,55000.0,0.0527,[ 0.   13.44],[1.64 1.79],1.0811,0.177
8271,2,55000.0,0.0949,[0.   9.19],[1.36 1.03],1.0793,0.1242
8272,1,55000.0,0.0356,[0],[1.73],1.2616,0.1829
8273,3,55000.0,0.0567,[ 0.   12.67 27.5 ],[1.15 1.41 1.04],1.1848,0.0648
8274,1,55000.0,0.0533,[0],[1.08],1.0816,0.1483
8275,3,55000.0,0.0391,[ 0.    6.74 17.24],[1.63 1.75 1.39],1.3535,0.0529
8276,2,55000.0,0.0665,[ 0.   11.12],[1.76 1.76],1.6282,0.0192
8277,3,55000.0,0.0113,[ 0.    6.36 18.24],[1.81 1.15 1.7 ],1.5922,0.1423
8278,4,55000.0,0.0098,[ 0.    5.84 12.64 22.12],[1.85 1.31 1.46 1.59],1.4877,0.1574
8279,1,55000.0,0.001,[0],[1.84],1.6582,0.1906
8280,2,55000.0,0.0216,[0.   5.82],[1.09 1.43],1.0955,0.0858
8281,2,55000.0,0.0053,[0.   7.06],[1.41 1.39],1.7607,0.028
8282,3,55000.0,0.0704,[ 0.    9.49 23.17],[1.82 1.86 1.43],1.0222,0.1093
8283,4,55000.0,0.0418,[ 0.    8.49 14.19 20.03],[1.67 1.05 1.8  1.73],1.8778,0.0161
8284,3,55000.0,0.0177,[ 0.   10.57 24.88],[1.01 1.72 1.59],1.172,0.0972
8285,2,55000.0,0.0543,[0.   7.09],[1.17 1.12],1.1797,0.1633
8286,3,55000.0,0.0823,[ 0.    6.33 13.64],[1.29 1.1  1.29],1.7866,0.0116
8287,4,55000.0,0.0858,[ 0.   10.43 15.55 20.7 ],[1.55 1.41 1.64 1.08],1.8882,0.1617
8288,3,55000.0,0.0523,[ 0.    6.   16.59],[1.11 1.89 1.27],1.6175,0.1069
8289,1,55000.0,0.093,[0],[1.86],1.8851,0.0233
8290,1,55000.0,0.0331,[0],[1.07],1.4123,0.1833
8291,4,55000.0,0.0488,[ 0.    9.1  24.02 34.57],[1.52 1.39 1.57 1.69],1.1268,0.1048
8292,4,55000.0,0.0825,[ 0.   13.82 21.1  31.15],[1.64 1.22 1.57 1.07],1.4496,0.1793
8293,1,55000.0,0.081,[0],[1.09],1.3782,0.0145
8294,4,55000.0,0.0401,[ 0.   10.22 19.39 30.42],[1.65 1.74 1.48 1.93],1.4685,0.0563
8295,1,55000.0,0.0327,[0],[1.15],1.0114,0.0526
8296,1,55000.0,0.075,[0],[1.04],1.9912,0.1837
8297,1,55000.0,0.0652,[0],[1.74],1.9413,0.0207
8298,1,55000.0,0.0135,[0],[1.07],1.2311,0.0789
8299,1,55000.0,0.0358,[0],[1.64],1.9548,0.1261
8300,3,55000.0,0.0643,[ 0.    9.22 15.86],[1.5  1.47 1.67],1.5087,0.1102
8301,1,55000.0,0.0171,[0],[1.6],1.3347,0.0601
8302,1,55000.0,0.0582,[0],[1.44],1.6201,0.1476
8303,1,55000.0,0.0806,[0],[1.85],1.0722,0.0461
8304,4,55000.0,0.0515,[ 0.   13.24 20.86 30.25],[1.89 1.96 1.29 1.2 ],1.1999,0.1498
8305,1,55000.0,0.0925,[0],[1.73],1.496,0.0961
8306,4,55000.0,0.097,[ 0.    8.93 14.4  24.77],[1.3  1.89 1.05 1.05],1.158,0.0885
8307,1,55000.0,0.0228,[0],[1.4],1.4322,0.1596
8308,4,55000.0,0.0123,[ 0.   11.93 23.34 37.88],[1.06 1.46 1.74 1.33],1.3808,0.0267
8309,3,55000.0,0.0987,[ 0.   14.47 25.28],[1.38 1.31 1.27],1.8031,0.028
8310,1,55000.0,0.0859,[0],[1.57],1.761,0.1862
8311,3,55000.0,0.0703,[ 0.    9.59 20.69],[1.34 1.91 1.19],1.3591,0.0156
8312,4,55000.0,0.0615,[ 0.   11.45 26.21 35.36],[1.97 1.92 1.7  1.28],1.6583,0.0769
8313,1,55000.0,0.0831,[0],[1.81],1.0413,0.1543
8314,1,55000.0,0.0694,[0],[1.21],1.277,0.0784
8315,1,55000.0,0.014,[0],[1.22],1.3433,0.1342
8316,1,55000.0,0.0086,[0],[1.82],1.0025,0.1437
8317,1,55000.0,0.0038,[0],[1.76],1.5679,0.1367
8318,4,55000.0,0.0738,[ 0.    8.68 17.04 26.55],[1.13 1.9  1.84 1.6 ],1.6633,0.0751
8319,2,55000.0,0.0463,[ 0.   13.86],[1.32 1.62],1.6478,0.1441
8320,1,55000.0,0.0494,[0],[1.84],1.5177,0.0253
8321,1,55000.0,0.0244,[0],[1.51],1.726,0.0584
8322,4,55000.0,0.0838,[ 0.    6.2  19.17 25.8 ],[1.17 1.11 1.24 1.08],1.7142,0.0186
8323,2,55000.0,0.001,[0.   6.08],[1.96 1.33],1.027,0.1123
8324,1,55000.0,0.0031,[0],[1.39],1.2237,0.1896
8325,1,55000.0,0.0532,[0],[1.19],1.4406,0.1663
8326,1,55000.0,0.094,[0],[1.48],1.1692,0.0575
8327,2,55000.0,0.0795,[ 0.   12.76],[1.61 1.03],1.5632,0.1043
8328,1,55000.0,0.0223,[0],[1.58],1.2773,0.0505
8329,4,55000.0,0.0278,[ 0.   13.13 22.16 36.19],[1.88 1.15 1.93 1.35],1.4035,0.0227
8330,3,55000.0,0.044,[ 0.    6.09 17.7 ],[1.78 1.6  1.5 ],1.2251,0.0835
8331,1,55000.0,0.0706,[0],[1.78],1.5672,0.1873
8332,2,55000.0,0.0357,[ 0.   10.02],[1.77 1.  ],1.5101,0.0838
8333,2,55000.0,0.0713,[ 0.   11.02],[1.12 1.62],1.9031,0.0482
8334,1,55000.0,0.0657,[0],[1.67],1.2862,0.1136
8335,4,55000.0,0.0023,[ 0.    5.15 17.78 29.56],[1.71 1.94 1.12 1.18],1.5782,0.0238
8336,1,55000.0,0.0926,[0],[1.53],1.8832,0.0878
8337,1,55000.0,0.0215,[0],[1.41],1.8895,0.0632
8338,1,55000.0,0.0886,[0],[1.65],1.3608,0.1954
8339,2,55000.0,0.0857,[0.   6.66],[1.24 1.48],1.777,0.015
8340,3,55000.0,0.0985,[ 0.    5.97 11.69],[1.05 1.71 1.55],1.9413,0.0744
8341,4,55000.0,0.0808,[ 0.   11.45 25.43 39.56],[1.64 1.77 1.04 1.63],1.3839,0.1253
8342,1,55000.0,0.0958,[0],[1.53],1.2508,0.1775
8343,1,55000.0,0.021,[0],[1.26],1.2423,0.0504
8344,1,55000.0,0.0525,[0],[1.91],1.7828,0.0072
8345,2,55000.0,0.0781,[0.   9.69],[1.93 1.69],1.377,0.0789
8346,1,55000.0,0.0956,[0],[1.16],1.1529,0.1911
8347,1,55000.0,0.061,[0],[1.57],1.3479,0.1512
8348,2,55000.0,0.0324,[ 0.   14.54],[1.5  1.36],1.1961,0.0584
8349,4,55000.0,0.002,[ 0.   11.02 21.12 35.91],[1.06 1.18 1.26 1.85],1.1725,0.1351
8350,1,55000.0,0.0383,[0],[1.08],1.3572,0.1473
8351,1,55000.0,0.0969,[0],[1.14],1.5082,0.131
8352,4,55000.0,0.0883,[ 0.    6.62 11.8  24.77],[1.93 1.73 1.07 1.07],1.2865,0.0635
8353,2,55000.0,0.0626,[ 0.  10.4],[1.22 1.39],1.9205,0.0651
8354,1,55000.0,0.0148,[0],[1.67],1.2147,0.0554
8355,4,55000.0,0.0832,[ 0.   10.42 24.72 33.66],[1.12 1.27 1.15 1.19],1.0993,0.0412
8356,1,55000.0,0.0618,[0],[1.52],1.3276,0.1523
8357,2,55000.0,0.0411,[ 0.   14.67],[1.58 1.94],1.7268,0.0072
8358,1,55000.0,0.0337,[0],[1.71],1.7434,0.0101
8359,4,55000.0,0.0775,[ 0.    8.12 14.34 24.8 ],[1.97 1.1  1.42 1.94],1.6998,0.125
8360,1,55000.0,0.0575,[0],[1.3],1.5792,0.1797
8361,2,55000.0,0.0827,[0.   7.18],[1.83 1.17],1.0858,0.0598
8362,4,55000.0,0.002,[ 0.    8.62 16.57 21.94],[1.93 1.42 1.77 1.63],1.5583,0.0019
8363,2,55000.0,0.0548,[0.   7.86],[1.09 1.03],1.31,0.0079
8364,1,55000.0,0.0783,[0],[1.39],1.9888,0.1399
8365,1,55000.0,0.0096,[0],[1.06],1.2396,0.1341
8366,1,55000.0,0.0118,[0],[1.17],1.9926,0.1469
8367,1,55000.0,0.0553,[0],[1.5],1.9477,0.0949
8368,1,55000.0,0.0521,[0],[1.34],1.4128,0.103
8369,1,55000.0,0.0119,[0],[1.79],1.8284,0.1101
8370,4,55000.0,0.0493,[ 0.    8.19 20.86 30.23],[1.14 1.42 1.2  1.56],1.0439,0.1747
8371,1,55000.0,0.0392,[0],[1.92],1.0641,0.0884
8372,1,55000.0,0.0184,[0],[1.42],1.458,0.18
8373,1,55000.0,0.0899,[0],[1.83],1.9436,0.02
8374,4,55000.0,0.0298,[ 0.    6.37 13.55 24.38],[1.36 1.84 1.93 1.62],1.3252,0.0359
8375,4,55000.0,0.0139,[ 0.   14.69 27.41 38.09],[1.51 1.63 1.4  1.99],1.0409,0.0941
8376,1,55000.0,0.0008,[0],[1.14],1.6941,0.1985
8377,4,55000.0,0.0877,[ 0.   14.36 24.35 32.98],[1.24 1.1  1.25 1.83],1.514,0.1621
8378,1,55000.0,0.0236,[0],[1.99],1.6927,0.0855
8379,3,55000.0,0.0946,[ 0.    9.94 16.76],[1.76 1.87 1.97],1.0414,0.1372
8380,1,55000.0,0.046,[0],[1.1],1.6309,0.0674
8381,3,55000.0,0.0723,[ 0.   13.56 23.68],[1.73 1.05 1.83],1.5831,0.1083
8382,2,55000.0,0.0774,[ 0.   13.51],[1.72 1.33],1.6998,0.0041
8383,3,55000.0,0.0742,[ 0.    6.1  12.78],[1.85 1.95 1.79],1.138,0.177
8384,1,55000.0,0.0247,[0],[1.84],1.7693,0.0387
8385,1,55000.0,0.0176,[0],[1.34],1.0749,0.0625
8386,2,55000.0,0.0322,[ 0.   13.75],[1.44 1.61],1.0764,0.0846
8387,1,55000.0,0.0358,[0],[1.12],1.701,0.0236
8388,4,55000.0,0.0115,[ 0.   10.46 19.25 33.92],[1.41 1.29 1.27 1.28],1.1972,0.1586
8389,2,55000.0,0.085,[ 0.   11.48],[1.41 1.89],1.2414,0.1034
8390,1,55000.0,0.0676,[0],[1.48],1.8885,0.0923
8391,4,55000.0,0.0757,[ 0.   13.47 27.76 37.34],[1.4  1.58 1.79 1.06],1.5286,0.0337
8392,3,55000.0,0.0921,[ 0.    7.94 13.98],[1.91 1.44 1.5 ],1.7394,0.1392
8393,1,55000.0,0.0383,[0],[1.11],1.8999,0.1082
8394,1,55000.0,0.0674,[0],[1.2],1.0297,0.1873
8395,3,55000.0,0.0329,[ 0.    7.6  14.22],[1.22 1.48 1.85],1.7986,0.1899
8396,1,55000.0,0.0504,[0],[1.67],1.4495,0.1386
8397,1,55000.0,0.0204,[0],[1.19],1.1606,0.027
8398,2,55000.0,0.0846,[0.   8.55],[2.   1.24],1.4225,0.1596
8399,1,55000.0,0.0237,[0],[1.26],1.3617,0.046
8400,2,55000.0,0.0875,[ 0.   11.13],[1.1  1.06],1.5394,0.1007
8401,1,55000.0,0.0739,[0],[1.53],1.4185,0.1535
8402,1,55000.0,0.0591,[0],[1.91],1.8978,0.0808
8403,1,55000.0,0.0413,[0],[1.53],1.2268,0.0789
8404,3,55000.0,0.0162,[ 0.   12.54 25.27],[1.95 1.99 1.16],1.4429,0.1045
8405,4,55000.0,0.0548,[ 0.    8.46 20.38 32.7 ],[1.34 1.71 1.17 1.8 ],1.6075,0.1054
8406,1,55000.0,0.0772,[0],[1.28],1.0157,0.0256
8407,1,55000.0,0.0636,[0],[1.61],1.7701,0.1733
8408,4,55000.0,0.0685,[ 0.    8.33 15.81 29.65],[1.9  1.65 1.62 1.77],1.4555,0.0969
8409,1,55000.0,0.028,[0],[1.56],1.4145,0.1481
8410,1,55000.0,0.0804,[0],[1.18],1.9147,0.1838
8411,1,55000.0,0.0724,[0],[1.82],1.3845,0.0662
8412,1,55000.0,0.0025,[0],[1.81],1.0299,0.1307
8413,4,55000.0,0.0232,[ 0.    6.07 20.74 26.02],[1.26 1.09 1.99 1.58],1.5198,0.0836
8414,1,55000.0,0.0254,[0],[1.55],1.4862,0.1592
8415,1,55000.0,0.0602,[0],[1.43],1.8902,0.1701
8416,2,55000.0,0.028,[ 0.   14.97],[1.76 1.74],1.6595,0.1906
8417,2,55000.0,0.0393,[0.   6.49],[1.24 1.92],1.2585,0.1338
8418,1,55000.0,0.0027,[0],[1.11],1.0955,0.1542
8419,3,55000.0,0.0838,[ 0.    9.16 16.42],[1.75 1.02 1.62],1.0182,0.0191
8420,1,55000.0,0.0265,[0],[1.42],1.7386,0.111
8421,1,55000.0,0.0545,[0],[1.81],1.7468,0.0545
8422,1,55000.0,0.0106,[0],[1.59],1.1875,0.1613
8423,3,55000.0,0.0876,[ 0.    6.34 20.44],[1.97 1.48 1.52],1.0625,0.1471
8424,2,55000.0,0.0472,[0.   8.82],[1.5  1.64],1.0823,0.0637
8425,1,55000.0,0.0301,[0],[1.69],1.7321,0.024
8426,4,55000.0,0.0685,[ 0.    7.6  16.74 23.68],[1.86 1.16 1.43 1.1 ],1.4634,0.0007
8427,2,55000.0,0.0718,[0.   6.56],[1.37 1.57],1.6034,0.1321
8428,1,55000.0,0.0134,[0],[1.88],1.4447,0.0729
8429,4,55000.0,0.084,[ 0.    8.74 15.9  28.53],[1.99 1.57 1.83 1.75],1.6907,0.144
8430,1,55000.0,0.0306,[0],[1.61],1.1277,0.0974
8431,1,55000.0,0.0901,[0],[1.1],1.7536,0.0849
8432,3,55000.0,0.0805,[ 0.   11.64 25.18],[1.39 1.64 1.4 ],1.7189,0.008
8433,1,55000.0,0.0396,[0],[1.79],1.9698,0.0297
8434,1,55000.0,0.0976,[0],[1.07],1.9842,0.1667
8435,4,55000.0,0.0556,[ 0.    8.59 20.87 27.92],[1.32 1.95 1.58 1.65],1.0778,0.1751
8436,1,55000.0,0.0821,[0],[1.68],1.1758,0.021
8437,1,55000.0,0.0016,[0],[1.37],1.4984,0.1099
8438,1,55000.0,0.085,[0],[1.93],1.8677,0.1043
8439,1,55000.0,0.001,[0],[1.28],1.8643,0.12
8440,4,55000.0,0.0876,[ 0.   14.34 23.3  32.39],[1.06 1.88 1.82 1.79],1.2525,0.1363
8441,2,55000.0,0.0319,[0.   7.19],[1.01 1.24],1.5006,0.1842
8442,3,55000.0,0.0135,[ 0.   14.28 27.  ],[1.46 1.32 1.32],1.9921,0.1178
8443,3,55000.0,0.0197,[ 0.   14.84 28.9 ],[1.64 1.95 1.07],1.1335,0.1919
